element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
129,21,1,8,False,2024-08-31T11:30:00Z,1,1,3,90,1,0,0,1,0,0,0,1,0,0,3,39,46.8,22.4,33.0,10.2,56,395352,2133335,570736,175384,1,0.32,0.12,0.44,2.08
129,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57,1191366,3431592,1305135,113769,0,0.00,0.00,0.00,0.00
130,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,156,0,0,0,0.00,0.00,0.00,0.00
130,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-31,124,0,31,0,0.00,0.00,0.00,0.00
130,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-24,100,0,24,0,0.00,0.00,0.00,0.00
130,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-14,87,0,14,0,0.00,0.00,0.00,0.00
131,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,21842,0,0,0,0.00,0.00,0.00,0.00
131,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5362,16809,109,5471,0,0.00,0.00,0.00,0.00
131,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-820,17660,1321,2141,0,0.00,0.00,0.00,0.00
131,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-135,18995,2020,2155,0,0.00,0.00,0.00,0.00
132,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,612,0,0,0,0.00,0.00,0.00,0.00
132,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-103,602,61,164,0,0.00,0.00,0.00,0.00
132,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-43,595,77,120,0,0.00,0.00,0.00,0.00
132,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-44,588,114,158,0,0.00,0.00,0.00,0.00
133,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3835,0,0,0,0.00,0.00,0.00,0.00
133,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-168,4284,320,488,0,0.00,0.00,0.00,0.00
133,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-599,3823,400,999,0,0.00,0.00,0.00,0.00
133,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1018,2800,0,1018,0,0.00,0.00,0.00,0.00
134,3,8,2,False,2024-08-17T14:00:00Z,0,3,1,81,0,0,1,0,0,0,0,1,0,0,0,10,22.4,43.8,4.0,7.0,50,0,5694,0,0,1,0.00,0.11,0.11,0.45
134,13,14,2,True,2024-08-24T11:30:00Z,2,1,2,72,0,0,0,1,0,0,0,0,0,0,0,12,6.2,22.4,8.0,3.7,50,165,8409,1078,913,1,0.16,0.04,0.20,1.32
134,21,1,1,False,2024-08-31T11:30:00Z,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,50,1025,11044,2649,1624,1,0.00,0.00,0.00,0.21
134,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2710,8416,540,3250,0,0.00,0.00,0.00,0.00
135,3,8,4,False,2024-08-17T14:00:00Z,0,3,1,45,0,1,0,0,0,0,0,0,0,0,0,18,25.0,31.4,8.0,6.4,55,0,119994,0,0,1,0.00,0.65,0.65,0.25
135,13,14,2,True,2024-08-24T11:30:00Z,2,1,2,89,0,0,0,1,0,0,0,0,0,0,0,4,8.8,29.3,29.0,6.7,55,4775,132136,18206,13431,1,0.08,0.24,0.32,1.32
135,21,1,4,False,2024-08-31T11:30:00Z,1,1,3,71,0,1,0,1,0,0,0,1,0,0,0,12,2.2,0.8,23.0,2.6,55,-666,133513,27379,28045,1,0.40,0.01,0.41,1.13
135,33,10,2,True,2024-09-14T14:00:00Z,0,0,4,67,0,0,1,0,0,0,0,1,0,0,0,6,5.6,34.1,12.0,5.2,55,123451,265071,180124,56673,1,0.00,0.20,0.20,0.21
136,3,8,8,False,2024-08-17T14:00:00Z,0,3,1,88,1,0,1,0,0,0,0,0,0,0,0,27,48.2,4.1,80.0,13.2,65,0,164023,0,0,1,0.97,0.04,1.01,0.45
136,13,14,6,True,2024-08-24T11:30:00Z,2,1,2,89,0,1,0,1,0,0,0,0,0,0,1,20,16.6,13.5,6.0,3.6,65,152869,442452,182528,29659,1,0.00,0.58,0.58,1.32
136,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,84,0,0,0,1,0,0,0,0,0,0,0,13,5.8,27.0,12.0,4.5,66,175332,672158,291730,116398,1,0.04,0.14,0.18,2.08
136,33,10,3,True,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,3,11.4,6.6,60.0,7.8,67,361940,1080160,499956,138016,1,0.65,0.02,0.67,0.35
137,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,32773,0,0,0,0.00,0.00,0.00,0.00
137,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2643,31450,976,3619,0,0.00,0.00,0.00,0.00
137,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3429,28595,1535,4964,0,0.00,0.00,0.00,0.00
137,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-834,28801,3935,4769,0,0.00,0.00,0.00,0.00
138,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,47927,0,0,0,0.00,0.00,0.00,0.00
138,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2829,62240,9961,7132,0,0.00,0.00,0.00,0.00
138,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,4237,71596,21197,16960,0,0.00,0.00,0.00,0.00
138,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-17184,52919,0,17184,0,0.00,0.00,0.00,0.00
139,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,12397,0,0,0,0.00,0.00,0.00,0.00
139,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-772,14564,711,1483,0,0.00,0.00,0.00,0.00
139,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-163,16099,1928,2091,0,0.00,0.00,0.00,0.00
139,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4075,11813,0,4075,0,0.00,0.00,0.00,0.00
140,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4299,0,0,0,0.00,0.00,0.00,0.00
140,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-194,4903,383,577,0,0.00,0.00,0.00,0.00
140,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-124,5179,707,831,0,0.00,0.00,0.00,0.00
140,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,585,6234,1501,916,0,0.00,0.00,0.00,0.00
141,3,8,1,False,2024-08-17T14:00:00Z,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,50,0,2792,0,0,0,0.00,0.00,0.00,0.00
141,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-279,3133,128,407,0,0.00,0.00,0.00,0.00
141,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-509,2854,226,735,0,0.00,0.00,0.00,0.00
141,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-985,1864,0,985,0,0.00,0.00,0.00,0.00
142,3,8,7,False,2024-08-17T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,1,1,31,18.6,0.0,0.0,1.9,45,0,49675,0,0,1,0.00,0.00,0.00,0.45
142,13,14,2,True,2024-08-24T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,2,0,15,21.8,0.0,0.0,2.2,45,42149,140871,53541,11392,1,0.00,0.00,0.00,1.43
142,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,83206,243067,131835,48629,0,0.00,0.00,0.00,0.00
142,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,25971,276280,90485,64514,0,0.00,0.00,0.00,0.00
143,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,1930,0,0,0,0.00,0.00,0.00,0.00
143,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-841,1068,0,841,0,0.00,0.00,0.00,0.00
143,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-270,825,0,270,0,0.00,0.00,0.00,0.00
143,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-143,687,0,143,0,0.00,0.00,0.00,0.00
144,3,8,6,False,2024-08-17T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,28,18.8,0.5,0.0,1.9,45,0,21316,0,0,1,0.00,0.00,0.00,0.45
144,13,14,1,True,2024-08-24T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,1,0,0,0,7,20.8,1.0,4.0,2.6,45,4183,34486,6479,2296,1,0.00,0.02,0.02,1.43
144,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,11,22.6,4.9,6.0,3.4,45,3463,41693,9416,5953,1,0.05,0.04,0.09,2.08
144,33,10,6,True,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,28,15.6,2.2,2.0,2.0,45,25976,74004,35304,9328,1,0.00,0.02,0.02,0.35
145,3,8,8,False,2024-08-17T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,2,34,20.6,1.3,0.0,2.2,45,0,15104,0,0,1,0.00,0.00,0.00,0.45
145,13,14,2,True,2024-08-24T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,16.6,25.9,2.0,4.5,45,99118,211869,111524,12406,1,0.00,0.45,0.45,1.43
145,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,71,0,0,0,1,0,0,0,0,0,0,0,5,7.2,1.7,5.0,1.4,45,37521,256915,82723,45202,1,0.05,0.01,0.06,1.13
145,33,10,7,True,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,1,0,0,2,31,18.6,3.6,0.0,2.2,45,19526,281663,71773,52247,1,0.00,0.02,0.02,0.35
146,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,45968,0,0,0,0.00,0.00,0.00,0.00
146,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7133,39629,245,7378,0,0.00,0.00,0.00,0.00
146,21,1,4,False,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,6,0,18,52.0,0.0,0.0,5.2,45,-2440,38415,3241,5681,1,0.00,0.00,0.00,2.08
146,33,10,5,True,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,1,0,1,0,25,9.2,0.0,0.0,0.9,45,141345,194674,175017,33672,1,0.00,0.00,0.00,0.35
147,3,8,1,False,2024-08-17T14:00:00Z,0,3,1,14,0,0,0,0,0,0,0,0,0,0,0,9,5.6,0.7,2.0,0.8,45,0,9097,0,0,0,0.00,0.02,0.02,0.00
147,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-678,10757,409,1087,0,0.00,0.00,0.00,0.00
147,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1147,10444,494,1641,0,0.00,0.00,0.00,0.00
147,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-582,10734,667,1249,0,0.00,0.00,0.00,0.00
148,3,8,12,False,2024-08-17T14:00:00Z,0,3,1,90,1,1,1,0,0,0,0,0,0,0,3,41,61.4,24.8,25.0,11.1,55,0,64656,0,0,1,0.20,0.04,0.24,0.45
148,13,14,9,True,2024-08-24T11:30:00Z,2,1,2,78,1,0,0,1,0,0,0,0,0,0,3,38,40.8,23.7,59.0,12.4,55,220120,412889,251535,31415,1,1.11,0.02,1.13,1.32
148,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,84,0,0,0,1,0,0,0,0,0,0,0,3,0.4,2.8,6.0,0.9,56,650297,1172309,768178,117881,1,0.10,0.01,0.11,2.08
148,33,10,2,True,2024-09-14T14:00:00Z,0,0,4,84,0,0,1,0,0,0,0,0,0,0,0,5,2.4,5.5,49.0,5.7,57,573565,1813240,740161,166596,1,0.18,0.13,0.31,0.35
149,3,8,6,False,2024-08-17T14:00:00Z,0,3,1,90,0,1,1,0,0,0,0,0,0,0,0,20,31.0,16.3,0.0,4.7,50,0,4093,0,0,1,0.00,0.02,0.02,0.45
149,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,6980,17112,9078,2098,0,0.00,0.00,0.00,0.00
149,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4457,12431,1145,5602,0,0.00,0.00,0.00,0.00
149,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3589,9069,104,3693,0,0.00,0.00,0.00,0.00
595,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2682,0,0,0,0.00,0.00,0.00,0.00
595,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-323,3660,267,590,0,0.00,0.00,0.00,0.00
595,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-735,3354,155,890,0,0.00,0.00,0.00,0.00
595,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-729,2660,63,792,0,0.00,0.00,0.00,0.00
600,3,8,1,False,2024-08-17T14:00:00Z,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,50,0,754,0,0,0,0.00,0.00,0.00,0.00
600,13,14,1,True,2024-08-24T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,5.4,0.3,5.0,1.1,50,112,1513,282,170,0,0.02,0.03,0.05,0.10
600,21,1,2,False,2024-08-31T11:30:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,8,14.8,15.9,24.0,5.5,50,-19,1776,270,289,0,0.42,0.06,0.48,1.87
600,33,10,3,True,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,12,13.4,24.8,21.0,5.9,50,399,2545,748,349,1,0.08,0.30,0.38,0.35
601,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,486,0,0,0,0.00,0.00,0.00,0.00
601,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-132,653,24,156,0,0.00,0.00,0.00,0.00
601,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-180,471,0,180,0,0.00,0.00,0.00,0.00
601,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-78,394,0,78,0,0.00,0.00,0.00,0.00
615,3,8,0,False,2024-08-17T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0.00,0.00,0.00,0.00
615,13,14,0,True,2024-08-24T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1738,5374,2290,552,0,0.00,0.00,0.00,0.00
615,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2377,9795,4408,2031,0,0.00,0.00,0.00,0.00
615,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1815,7563,0,1815,0,0.00,0.00,0.00,0.00
618,13,14,1,True,2024-08-24T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.8,0.0,0.2,55,1528,2247,1740,212,0,0.00,0.01,0.01,0.10
618,21,1,1,False,2024-08-31T11:30:00Z,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,13.0,0.9,55,812,3760,1674,862,0,0.14,0.00,0.14,0.94
618,33,10,3,True,2024-09-14T14:00:00Z,0,0,4,66,0,0,1,0,0,0,0,0,0,0,0,1,5.4,26.9,27.0,5.9,55,331,4807,1289,958,1,0.40,0.10,0.50,0.21
628,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,5844,6882,7861,2017,0,0.00,0.00,0.00,0.00
628,33,10,1,True,2024-09-14T14:00:00Z,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,5,8.8,21.5,2.0,3.2,45,7147,15405,11208,4061,0,0.03,0.02,0.05,0.14
629,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,246,304,362,116,0,0.00,0.00,0.00,0.00
629,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,62,382,207,145,0,0.00,0.00,0.00,0.00
150,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,910,0,0,0,0.00,0.00,0.00,0.00
150,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-241,653,0,241,0,0.00,0.00,0.00,0.00
150,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-126,544,0,126,0,0.00,0.00,0.00,0.00
150,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-65,480,0,65,0,0.00,0.00,0.00,0.00
151,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,30921,0,0,0,0.00,0.00,0.00,0.00
151,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2080,31997,1442,3522,0,0.00,0.00,0.00,0.00
151,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2342,30856,2341,4683,0,0.00,0.00,0.00,0.00
151,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4261,27291,2157,6418,0,0.00,0.00,0.00,0.00
153,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11552,0,0,0,0.00,0.00,0.00,0.00
153,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1265,13206,982,2247,0,0.00,0.00,0.00,0.00
153,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1175,13307,1286,2461,0,0.00,0.00,0.00,0.00
153,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-855,13507,1188,2043,0,0.00,0.00,0.00,0.00
154,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,18789,0,0,0,0.00,0.00,0.00,0.00
154,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,832,24365,1850,1018,0,0.00,0.00,0.00,0.00
154,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1284,27975,3542,2258,0,0.00,0.00,0.00,0.00
154,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-139,28593,2019,2158,0,0.00,0.00,0.00,0.00
155,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,33631,0,0,0,0.00,0.00,0.00,0.00
155,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-40,37192,1258,1298,0,0.00,0.00,0.00,0.00
155,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,37,38863,2211,2174,0,0.00,0.00,0.00,0.00
155,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-630,39038,1370,2000,0,0.00,0.00,0.00,0.00
157,9,13,1,True,2024-08-18T15:30:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,12,11.6,28.3,2.0,4.2,50,0,57062,0,0,1,0.03,0.06,0.09,0.77
157,20,20,2,False,2024-08-25T13:00:00Z,2,6,2,75,0,0,0,2,0,0,0,0,0,0,0,8,8.8,3.9,0.0,1.3,50,-2587,64673,6335,8922,1,0.00,0.02,0.02,1.80
157,23,7,2,True,2024-09-01T12:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,20.8,4.2,0.0,2.5,50,-6717,60944,5780,12497,1,0.00,0.03,0.03,0.44
157,32,3,3,False,2024-09-14T19:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,16,16.6,5.3,2.0,2.4,50,-3682,60273,5611,9293,1,0.02,0.10,0.12,1.78
158,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10728,0,0,0,0.00,0.00,0.00,0.00
158,20,20,0,False,2024-08-25T13:00:00Z,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-385,12362,1390,1775,0,0.00,0.00,0.00,0.00
158,23,7,0,True,2024-09-01T12:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-684,12640,2156,2840,0,0.00,0.00,0.00,0.00
158,32,3,0,False,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,891,14701,3612,2721,0,0.00,0.00,0.00,0.00
